Origem/Destino;Paquetá;Freguesia (Ilha);Bancários;Galeão;Tauá;Portuguesa;Moneró;Vigário Geral;Cocotá;Jardim América;Jardim Carioca;Pavuna;Cordovil;Jardim Guanabara;Parada de Lucas;Parque Colúmbia;Praia da Bandeira;Penha Circular;Cacuia;Irajá;Anchieta;Acari;Pitangueiras;Costa Barros;Brás de Pina;Penha;Zumbi;Ribeira;Coelho Neto;Guadalupe;Parque Anchieta;Barros Filho;Vista Alegre;Ricardo de Albuquerque;Colégio;Honório Gurgel;Olaria;Vila da Penha;Maré;Vila Militar;Cidade Universitária;Rocha Miranda;Ramos;Realengo;Vila Kosmos;Marechal Hermes;Vicente de Carvalho;Paciência;Engenho da Rainha;Complexo do Alemão;Vaz Lobo;Padre Miguel;Bento Ribeiro;Turiaçú;Bonsucesso;Inhaúma;Tomás Coelho;Santíssimo;Madureira;Osvaldo Cruz;Santa Cruz;Magalhães Bastos;Senador Camará;Cavalcanti;Campo dos Afonsos;Higienópolis;Manguinhos;Engenheiro Leal;Pilares;Del Castilho;Piedade;Cascadura;Vila Valqueire;Maria da Graça;Quintino Bocaiúva;Jardim Sulacap;Campinho;Abolição;Senador Vasconcelos;Cosmos;Jacarezinho;Cachambi;Praça Seca;Benfica;Engenho de Dentro;São Cristóvão;Vasco da Gama;Inhoaíba;Todos os Santos;Jacaré;Encantado;Rocha;Méier;Gamboa;Santo Cristo;Centro;Sampaio;Riachuelo;Saúde;São Francisco Xavier;Engenho Novo;Mangueira;Tanque;Taquara;Água Santa;Lins de Vasconcelos;Freguesia (Jacarepaguá);Cidade Nova;Praça da Bandeira;Vila Isabel;Maracanã;Glória;Rio Comprido;Santa Teresa;Estácio;Tijuca;Catumbi;Grajaú;Pechincha;Andaraí;Catete;Flamengo;Laranjeiras;Guaratiba;Vargem Grande;Alto da Boa Vista;Cosme Velho;Curicica;Botafogo;Urca;Cidade de Deus;Sepetiba;Anil;Jacarepaguá;Camorim;Humaitá;Gardênia Azul;Jardim Botânico;Vargem Pequena;Copacabana;Leme;Lagoa;Itanhangá;Gávea;Barra da Tijuca;Leblon;Ipanema;São Conrado;Rocinha;Pedra de Guaratiba;Recreio dos Bandeirantes;Vidigal;Joá;Barra de Guaratiba;Grumari;Caju;Deodoro;Lapa;Campo Grande;Bangu;Gericinó;Jabour;Vila Kennedy;Ilha de Guaratiba
Guaratiba;56097;63635;61427;56967;60622;59351;60169;46531;61564;44985;59846;42700;45707;59288;44397;42765;61937;55692;61271;42521;38093;41694;61565;43140;46757;49199;62132;63234;39015;42583;38842;41176;43702;36263;41928;39933;48391;50598;49233;32804;51146;41282;49371;25944;49864;38206;51664;23106;48391;47214;48198;23830;41112;42642;47624;45754;48119;18199;43502;41933;18434;38406;21908;49379;37572;46408;48960;45875;43454;44514;42544;43522;38832;46387;44228;37773;42567;42638;14853;17569;47241;45108;39435;48381;40638;54022;51324;14858;43086;47518;41512;47172;43359;55552;53979;57345;46060;47430;55513;50397;45699;50380;37008;32719;39222;43210;35845;54675;55285;50852;55718;63505;48982;51125;55612;52432;56247;46753;34295;46670;61299;63671;49421;0;18802;43849;48118;27703;47002;50120;32760;14966;34012;28966;28476;46043;31861;44531;20993;46844;48869;45897;37041;40671;27223;42010;44292;39606;38931;6344;14281;41020;39046;12769;16662;54275;37139;58096;15627;24728;29041;19639;24620;5260
Vargem Grande;46116;53654;51445;46986;50641;49370;50187;43813;51582;42267;49865;39982;42989;49306;41679;40047;51956;45420;51289;39803;35374;38976;51583;40422;44038;46481;52150;53253;36297;39865;36124;38458;40984;33545;39209;37215;38409;40617;39251;30086;41165;38563;39390;30994;39883;35488;41682;41470;38410;37233;35495;33455;31274;39924;37642;35772;38138;37740;40784;32094;36797;28567;40122;39397;27734;36426;38979;35893;33473;34533;32562;33683;28994;36405;34247;27935;25524;32657;34395;35932;37259;35126;24301;38400;30657;44040;41343;34399;33104;37537;31530;37190;33377;45571;43998;47363;36078;37449;45531;40415;35718;40399;21874;22880;29241;33228;25863;44693;45304;40871;45737;53524;43077;45220;45630;42450;46265;36771;24314;36689;51318;53690;43516;20105;0;37944;42213;16208;41097;44215;18371;33329;24031;17471;15615;40138;21880;38626;5888;40939;42964;39992;31136;34766;21318;36105;38387;33701;33026;24708;8367;35115;33141;18047;13770;44294;34421;48115;35169;36407;37844;39165;36703;17541
Alto da Boa Vista;20229;35227;33019;28559;32214;30943;31761;34250;33156;33964;31438;38189;30749;30880;35812;37121;33529;29387;32863;26324;45066;36585;33157;39911;31287;29566;33724;34826;39254;39354;45815;37947;35210;43236;26792;39556;22576;25096;23215;39330;23193;27935;22563;40238;24362;28147;26161;63913;22889;21399;27250;42699;26980;28742;19580;20251;22617;53039;29201;26167;58369;37811;49366;23876;36978;19245;18546;25051;21777;25924;20975;24826;31900;18237;22660;32465;25555;23603;54437;57505;16686;17611;29849;16705;19766;14692;16065;55972;18426;16251;19943;15657;17213;18902;18111;17916;14800;15667;18862;14232;15401;15956;27422;32124;29636;18045;26259;15245;15278;12819;12727;23655;14709;15201;14593;9542;16818;13894;24709;11679;21643;21872;12780;41677;36025;0;11477;25453;18132;24174;23174;54901;16509;26716;30106;17174;22275;13782;31474;21334;23360;20388;8556;15161;17342;16501;18783;7073;13422;46280;28716;15511;12096;41396;36622;19454;40584;18667;56893;45650;47088;48409;45947;39971
Cosme Velho;9698;30944;28735;24276;27931;26660;27477;29967;28872;31263;27155;35971;28482;26597;33822;34377;29246;25631;28580;29829;43074;35730;28873;37919;30836;25810;29440;30543;37262;37362;43823;35955;33220;41244;30297;37564;24056;28600;20882;42512;18910;31440;23838;46163;27866;41833;29665;67687;26393;23520;30754;48654;33803;32246;20761;23755;26121;56813;32705;32990;76337;43446;53141;27380;36571;21149;21946;28555;24953;23391;28253;31649;36034;19675;30396;40824;32379;26779;58212;68738;18125;19081;38208;16549;27977;13960;14277;65032;19896;16927;27648;15828;18683;8731;7580;8285;16270;15838;9548;14403;17983;14903;35781;37797;27865;19515;32586;6580;11060;15232;12762;9046;8669;4546;11300;15924;6303;17966;34720;16630;4429;4658;1888;48083;42431;11584;0;31858;5933;7649;37935;61307;37033;33122;36511;4974;37037;5901;37879;6930;10519;4740;19669;8039;23748;7554;7919;14848;10723;52686;35122;9916;14289;47802;44252;15698;38592;6316;60668;49425;50863;52184;49722;46376
Curicica;33154;40692;38484;34024;37680;36409;37226;26874;38621;25328;36903;23043;26050;36345;24740;23108;38994;28482;38328;22864;18436;22037;38622;23483;27100;29542;39189;40291;19358;22926;19185;21519;24045;16606;22271;20276;25448;26587;26290;13147;28203;21625;33256;14055;25651;18549;24850;37730;25448;24272;13265;16516;14335;22985;24681;22811;15036;26856;23845;15155;46380;11628;23184;14108;10795;23465;26017;12458;20511;21571;19601;11452;12055;23444;12573;10996;9698;19696;28254;38781;24298;22165;8475;25439;17695;31079;28381;35074;20143;24575;18569;24229;20416;32610;31036;34402;23117;24487;32570;27454;22757;27437;6048;5941;16280;20267;8016;31732;32343;20939;32775;40562;33723;34570;32669;22048;33304;20294;5960;20212;38356;40728;36948;26526;16138;27514;42403;0;40532;43815;4051;39750;8636;1567;6039;39573;6485;28196;10961;41529;32533;39339;20705;24335;8844;25674;27957;23270;22596;31129;13565;24684;22710;26245;21993;31333;17482;35153;30711;19468;20905;22227;19764;24820
Botafogo;9542;29142;26934;22475;26130;24859;25676;28166;27071;26919;25353;34170;26681;24795;28766;32576;27444;22341;26778;28027;38020;29539;27072;32865;24242;22520;27639;28741;32209;32308;38770;30901;28164;36190;28495;32511;22255;26798;16170;37459;17108;29638;22037;41109;26064;36779;27864;62634;24591;21719;28953;43600;32002;30444;18959;21954;24319;51760;30903;31189;71284;38393;48087;25579;34769;19348;20145;26753;23152;21589;26452;29848;34232;16664;28594;39023;30577;24977;53158;63684;15114;16070;36406;13893;26176;9896;12475;59978;16885;13916;25846;12817;15672;8575;7424;7408;13259;12827;9392;11392;14972;11892;33980;35996;26064;16504;30784;6425;8052;12221;9751;6193;6867;5740;7992;12913;6147;14954;32918;13619;4223;3339;4522;47652;42000;21373;6003;41146;0;4020;36134;60876;35232;42409;45799;2605;35235;5603;37448;3221;4208;4376;19237;7741;23317;7123;6569;14417;10292;52255;34691;9617;13858;47371;43821;12408;33539;6344;55614;44372;45809;47130;44668;45945
Urca;11256;30170;27961;23502;27157;25886;26703;29193;28098;31762;26381;35987;28546;25823;33609;33603;28472;27184;27806;29054;42863;34382;28099;37708;29085;27363;28666;29769;37052;37151;43613;35744;33007;41033;29522;37354;23282;27826;21012;42302;18135;30666;23064;45952;27092;41622;28891;67477;25619;22746;29980;48443;27153;31472;19987;22981;25347;56603;31931;26340;76127;43236;52930;26606;45730;20375;20594;27781;24179;22617;21148;24999;29383;18378;22833;40050;25729;26005;58001;68527;16828;17784;37434;18753;19940;11610;13502;64821;18599;15630;26874;14531;17386;10289;9138;10771;14973;14541;11106;13106;16686;13606;35007;37023;27091;18218;31812;8139;9766;13935;11465;6852;9024;7454;9706;14627;7861;16668;33946;15333;6106;5214;6236;49809;54064;22486;6579;42173;3069;0;37161;80313;36259;43437;46826;4870;36263;7760;48887;5623;5496;6533;21394;9897;25473;9280;9191;16574;12449;54411;36848;11774;16015;49527;45978;17217;38382;8219;60457;49215;50652;51973;49511;48102
Cidade de Deus;27420;34958;32749;28290;31945;30674;31491;30508;32887;31593;31169;27557;28377;30611;26189;27622;33260;27015;32594;23150;22423;26550;32887;28788;25054;23193;33454;34557;23346;36982;23173;35575;24232;20593;23618;24264;19714;21921;20556;17135;22469;24761;20694;18043;21187;14651;22986;41718;19714;18537;12945;20504;11648;12948;18947;17076;19442;30844;13407;12671;50368;15616;27171;20702;12326;17730;20283;17198;14777;15837;13867;11132;10206;17710;15551;10020;9378;13961;32242;42768;18564;16431;8155;19704;11961;25345;22647;39062;14408;18841;12834;18495;14682;26875;25302;28667;17383;18753;26835;21720;17022;21703;5728;5648;10545;14532;4393;25998;26608;22175;27041;34828;27989;28836;26935;23755;27570;17826;2843;17743;32622;34994;31214;31725;20895;25867;36668;4089;34797;38081;0;44949;5085;4320;8436;33839;2934;26549;15718;35794;38269;33604;19059;22689;7198;24028;26310;21624;20949;36328;18764;23038;21064;31444;27707;25598;21469;29419;34698;23455;24893;26214;23752;30018
Sepetiba;69577;71698;69489;65030;68685;67414;68231;53189;69626;51643;67909;49358;52365;67351;51054;49423;70000;54796;69334;49179;44750;48351;69627;49797;53414;55857;70194;71297;45673;49241;45500;47833;50360;42920;48585;46591;59344;52901;63404;39462;61919;47939;59571;38639;51966;44864;51164;15559;53934;60162;51263;38254;45068;49299;60675;58701;52481;28348;50160;46496;8690;39736;27911;53741;44626;59355;62453;51514;56401;57461;55491;50575;45886;59334;51696;46653;49621;55586;20856;13499;60188;58055;49102;61329;53585;65989;65240;13832;56033;60465;54459;60119;56306;69032;67459;70824;59007;60377;68992;65633;58647;65616;49955;45666;52170;56157;48792;68154;68765;67211;69198;76985;61930;64072;69092;65379;69727;59700;47242;59617;74779;77151;62368;15328;31749;56797;61065;40650;59949;63067;45707;0;46960;41914;41424;58990;44809;57478;33940;59791;61816;58844;49988;53618;40170;54957;57239;52553;51879;9112;27228;53967;51993;25716;29609;67755;43796;71576;20766;31385;35699;32266;31277;19601
Anil;28422;35960;33752;29293;32948;31677;32494;31510;33889;32595;32171;28559;29380;31613;27192;28624;34262;28018;33596;24152;30609;27553;33890;29790;26057;24195;34457;35559;31532;37985;31359;36578;25234;28779;24620;26957;20716;22924;21558;25321;23471;25763;21696;26229;22190;22041;23989;49903;20717;19540;20524;28690;20874;20526;19949;18079;20445;39029;20985;20061;58553;23802;35357;21704;16190;18733;21286;18200;15779;16839;14869;18720;12910;18712;16554;13885;12082;14964;40428;50954;19566;17433;10859;20707;12963;26347;23649;47248;15411;19843;13837;19497;15684;27878;26304;29670;18385;19755;27838;22722;16468;22705;8432;9512;11548;15535;4266;27000;27611;16260;18489;35830;28992;29838;27937;17370;28572;15615;5719;15533;33625;35997;32216;34163;23334;16905;37671;9001;35800;39083;4835;47387;0;9790;13348;34841;2839;35768;18157;36797;39272;34607;10097;20629;9636;21968;24250;19564;18889;38766;21202;20978;13325;33882;30146;26601;29655;30421;42884;31641;33079;34400;31938;32457
Jacarepaguá;27605;35143;32934;28475;32130;30859;31676;26631;33071;25085;31354;22801;25808;30795;24497;22866;33445;28239;32779;22621;18193;21794;33072;23240;26857;29299;33639;34742;19116;22683;18943;21276;23802;16363;22028;20033;19898;22106;20740;12904;22654;21382;20879;13813;21372;18306;14123;37487;19899;18722;12083;16274;14092;12085;19131;17261;13853;26613;12544;11808;46137;11385;22941;12925;10552;17915;20468;11275;14962;16022;12629;10269;11812;17894;11390;9157;8515;13005;28012;38538;18748;16615;7292;19889;12146;25530;22832;34831;14593;19026;13019;18680;14866;27060;25487;28852;17567;18938;27020;21905;17207;21888;4865;3124;10730;14717;6833;26182;26793;19756;27226;35013;28174;29020;27120;20866;27755;19111;4777;19029;32807;35179;31399;27694;17152;30030;36853;1544;34982;38266;4643;40918;9248;0;7052;34023;7097;34950;11975;35979;38454;33789;23221;26852;11360;28191;30473;25786;25112;32297;14733;27201;25227;27413;23161;25783;17239;29604;30468;19225;20662;21984;19522;25988
Camorim;38184;45722;43513;39054;42709;41438;42256;35882;43651;34336;41933;32051;35058;41375;33747;32116;44024;37489;43358;31871;27443;31044;43652;32490;36107;38550;44219;45321;28366;31933;28193;30526;33053;25613;31278;29284;30478;32685;31320;22155;33233;30632;31458;23063;31951;27557;33750;46737;30478;29301;19662;25524;23342;19664;29711;27840;30206;35863;32852;24163;42095;20635;32191;31466;19802;28495;31047;18854;25541;26601;24631;17848;21062;28474;26315;20003;16094;24725;37262;47788;29328;27195;14871;30468;22725;36109;33411;44081;25173;29605;23599;29259;25446;37639;36066;39432;28147;29517;37600;32484;27786;32467;12444;14949;21309;25297;17931;36762;37372;32939;37805;45592;38753;39600;37699;34519;38334;28840;16382;28757;43386;45758;41978;25402;13826;32544;47433;6778;45561;48845;8941;38626;16099;8041;0;44603;13948;33225;8649;46559;37563;44369;25735;29365;13874;30704;32986;28300;27626;30005;12441;29714;27740;25121;20882;36362;26489;40183;39718;28475;29913;31234;28772;23696
Humaitá;11462;27201;24992;20533;24188;22917;23735;26224;25130;27520;23412;32228;24739;22854;30079;30634;25503;21888;24837;26086;39331;31987;25131;34176;27094;22067;25698;26800;33520;33619;40081;32212;29477;37501;26554;33821;20313;24857;17139;38769;15167;27697;20096;42420;24123;38090;25922;63945;22650;19777;27011;44911;30060;28503;17018;20012;22378;53071;28962;29248;72595;39703;49398;23637;32828;17406;18203;24812;21210;19648;24510;27906;32291;15932;26653;37082;28636;23036;54469;64995;14382;15338;34465;12807;24234;10217;10534;61289;16153;13184;23905;12085;14941;11403;9344;10897;12527;12095;11364;10660;14240;11160;32038;34055;24123;15772;28843;7773;7317;11489;9019;9343;4926;7068;7557;12181;8392;14223;30977;12887;7906;6489;5365;45710;40058;19432;4061;39205;3146;6264;34192;58934;33291;40468;43858;0;33294;3661;35507;4143;6481;2434;17296;5799;21375;5182;5613;12476;8350;50313;32749;7676;11916;45429;41880;11955;34850;11649;56925;45682;47120;48441;45979;44004
Gardênia Azul;25891;33429;31221;26761;30417;29146;29963;28979;31358;30064;29640;26028;26849;29082;24660;26093;31731;25486;31065;21621;28078;25022;31359;27259;23526;21664;31926;33028;29001;35454;28828;34047;22703;26248;22089;24426;18185;20393;19027;22790;20940;23232;19165;23698;19659;19509;21458;47372;18186;17009;17993;26159;18343;17995;17418;15548;17913;36498;18454;17530;56022;21270;32826;19173;13659;16202;18755;15669;13248;14308;12338;16189;11280;16181;14023;11353;10452;12433;37897;48423;17035;14902;9229;18176;10432;23816;21118;44716;12880;17312;11306;16966;13153;25347;23773;27139;15854;17224;25307;20191;15494;20174;6802;6981;9017;13004;4820;24469;25080;20646;25512;33299;26460;27307;25406;22226;26041;16297;4089;16215;31093;33465;29685;31632;20803;25775;35140;6470;33269;36552;2304;44856;2364;7259;10817;32310;0;33237;15626;34266;36741;32076;18966;22596;7105;23935;26218;21531;20857;36235;18671;22945;20972;31351;27615;24070;27124;27890;40353;29110;30548;31869;29407;29926
Jardim Botânico;13262;29001;26793;22333;25989;24718;25535;28024;26930;29320;25212;34028;26540;24654;31880;32435;27303;23688;26637;27886;41131;33787;26931;35976;28894;23868;27498;28600;35320;35419;41881;34012;31278;39301;28354;35622;22114;26657;18939;40570;16967;29497;21896;44220;25923;39891;27722;65745;24450;21578;28812;46711;31860;30303;18818;21812;24178;54871;30762;31048;74395;41504;51198;25438;34628;19207;20004;26612;23011;21448;26311;29707;34091;17733;28453;34219;30436;24836;56269;66795;16182;17139;31602;14607;26035;12017;12334;63089;17954;14984;25705;13885;16741;13204;11144;12697;14327;13895;13164;12460;16040;12960;29175;33877;25923;17573;30643;9573;9118;13290;10820;10798;6726;8868;9358;13981;10192;16023;26462;14687;9706;7943;7165;43431;37778;17152;5861;27206;4600;7718;24927;56655;26180;28469;31859;3641;24029;0;33227;5597;8751;3641;15016;3668;19095;2991;4174;10196;6071;48033;30470;5544;9636;43149;39600;13755;36650;13449;58725;47483;48920;50241;47779;41724
Vargem Pequena;40926;48464;46255;41796;45451;44180;44998;38624;46393;37078;44675;34793;37800;44117;36489;34858;46766;40231;46100;34613;30185;33786;46394;35232;38849;41292;46961;48063;31108;34675;30935;33268;35795;28355;34020;32026;33220;35427;34062;24897;35975;33374;34200;25805;34693;30299;36493;49479;33220;32043;30306;28266;26084;34734;32453;30583;32948;38605;35594;26905;36507;23378;34933;34208;22544;31237;33789;30704;28283;29343;27373;28494;23804;31216;29057;22745;20335;27467;34105;35643;32070;29937;19111;33210;25467;38851;36153;34109;27915;32347;26341;32001;28188;40381;38808;42174;30889;32259;40342;35226;30528;35209;16685;17691;24051;28039;20673;39504;40114;35681;40547;48334;41495;42342;40441;37261;41076;31582;19124;31499;46128;48500;40580;19815;5875;35009;39277;11018;38161;51587;13181;33039;18841;12281;10426;37202;16690;35690;0;38003;40028;37056;28200;31830;16616;33169;35451;30765;30091;24418;6849;32179;30205;19534;15554;39104;29231;42925;42460;31217;32655;33976;31514;18108
Copacabana;13248;30956;28748;24288;27944;26673;27490;29979;28885;31275;27167;35983;28495;26609;33835;34390;29258;25643;28592;29841;43086;35742;28886;37931;30849;25823;29453;30555;37275;37374;43836;35967;33233;41256;30309;37577;24069;28612;20894;42525;18922;31452;23851;46175;27878;41845;29677;67700;26405;23533;30766;48666;33815;32258;20773;23767;26133;56826;32717;33003;76350;43459;53153;27393;36583;21162;21959;28567;24966;23403;28266;31662;36046;19688;30408;40837;32391;26791;58224;68750;18137;19094;38220;16562;27990;13972;14289;65044;19909;16939;27660;15840;18696;12281;11130;12762;16282;15850;13098;14415;17995;14915;35794;37810;27878;19528;32598;10130;11072;15245;12775;8844;8681;10823;11312;15936;9853;17978;34732;16642;8098;7206;9120;46629;40977;20351;7816;30405;3073;5568;28126;59853;29378;31668;35058;3774;27227;7021;36426;0;2991;4252;18215;7369;22294;5576;3710;13395;9269;51232;33668;7768;12835;46348;42799;15710;38605;10211;60680;49438;50875;52196;49734;44923
Leme;12345;31259;29051;24591;28246;26976;27793;30282;29188;32851;27470;37076;29635;26912;34699;34693;29561;28273;28895;30144;43952;35471;29189;38797;30174;28453;29756;30858;38141;38241;44702;36834;34097;42123;30612;38443;24371;28915;22102;43391;19225;31755;24154;47041;28181;42712;29980;68566;26708;23835;31069;49532;28242;32561;21076;24070;26436;57692;33020;27430;77216;44325;54020;27696;46820;21464;21683;28870;25268;23706;22238;26088;30473;19468;23922;41140;26818;27094;59090;69617;17917;18873;38523;19842;21029;12699;14592;65910;19689;16719;27963;15620;18476;11379;10227;11860;16062;15630;12196;14195;17775;14695;36096;38113;28181;19307;32901;9228;10856;15024;12555;7942;10113;8543;10795;15716;8951;17758;35035;16422;7196;6303;7325;49059;43407;22781;7668;43263;4158;4666;38250;62283;37349;44526;47916;5959;37352;8849;38856;3133;0;6682;20645;9799;24724;8006;5997;15825;11699;53662;36098;10055;15265;48778;45229;18306;39471;9309;61547;50304;51741;53063;50601;47353
Lagoa;12383;28122;25914;21454;25109;23838;24656;27145;26051;28441;24333;33149;25661;23775;31000;31555;26424;22809;25758;27007;40252;32908;26052;35097;28015;22988;26619;27721;34441;34540;41002;33133;30398;38422;27475;34743;21234;25778;18060;39690;16088;28618;21017;43341;25044;39011;26843;64866;23571;20698;27932;45832;30981;29424;17939;20933;23299;53992;29883;30169;73516;40625;50319;24559;33749;18327;19124;25733;22131;20569;25431;28828;33212;16853;27574;38003;29557;23957;55390;65916;15303;16259;35386;13728;25155;11138;11455;62210;17075;14105;24826;13006;15862;12325;10265;11818;13448;13016;12285;11581;15161;12081;32959;34976;25044;16693;29764;8694;8238;12410;9941;11619;5847;7989;8478;13102;9313;15144;31898;13808;8827;7267;6286;45800;40147;19521;4982;29575;3924;8343;35113;59024;34212;30839;34228;2965;34215;6192;35596;3740;5766;0;17385;6540;21465;4746;3165;12565;8440;50403;32839;7112;12006;45519;41969;12876;35771;12570;57846;46603;48041;49362;46900;44093
Itanhangá;28312;44051;41842;37383;41038;39767;40584;43074;41979;44217;40262;40181;41002;39703;38814;40246;42353;39640;41687;35774;38151;39175;41980;41412;37679;35817;42547;43650;39074;49607;38901;48200;36856;36322;36242;38579;32338;34546;33180;32863;32016;37386;33318;33771;33812;33663;35611;57446;32339;31162;32146;36232;32496;32148;31571;29701;32067;46572;32607;31683;51903;31344;42900;33326;30511;30355;32908;29822;27401;28461;26491;30342;25433;30334;28176;25999;24605;26586;47970;51038;31188;29055;23382;32329;24585;27067;27383;49505;27033;31465;25459;28935;27306;28253;26194;27747;29377;28945;28213;27509;29647;28010;20955;25657;23170;27157;10949;24622;24167;17830;25869;25993;21776;23918;24407;14553;25241;18906;18242;16690;24755;23138;22214;35211;29558;9741;20911;18986;19795;22913;16707;48435;8193;20249;23639;18836;15809;17324;25007;19637;21662;18690;0;13464;10875;14803;17085;12399;11725;39813;22250;13813;6160;34929;30155;28805;37198;28498;50427;39184;40621;41943;39480;33504
Gávea;16264;32003;29794;25335;28990;27719;28536;31026;29931;32322;28214;37030;29541;27656;34881;35436;30305;26690;29639;30888;44133;36789;29932;38978;31895;26869;30499;31602;38321;38421;44882;37014;34279;42303;31356;38623;25115;29659;21941;43571;19969;32499;24897;47222;28925;42892;30724;68746;27452;24579;31813;49713;34862;33305;21820;24814;27180;57873;33764;34049;59745;39186;54200;28439;38353;22208;23005;29614;26012;24450;29312;32708;33275;20734;31455;33841;33438;27838;59271;69797;19184;20140;31224;17608;29036;15019;15336;66091;20955;17986;28707;16887;19743;16205;14146;15699;17329;16897;16165;15462;19042;15962;28797;33499;28924;20574;27634;12574;12119;16291;13821;13614;9728;11870;12359;16983;13194;19025;26085;17689;12708;10759;10167;43053;37400;16774;8863;26828;7416;10534;24549;56277;25802;28092;31481;6457;23651;4865;32849;7589;9614;6642;14638;0;18718;2755;5037;9818;3245;47656;30092;5309;9259;42771;39222;16757;39651;16451;61727;50484;51922;53243;50781;41346
Barra da Tijuca;32664;40202;37993;33534;37189;35918;36736;35752;38131;36837;36413;32801;33621;35855;31433;32866;38504;32259;37838;28394;32861;31794;38132;34032;30299;28437;38699;39801;33784;42227;33611;40819;29476;31031;28862;34702;24958;27165;25800;27573;27713;30005;25938;28481;26431;26282;28231;52155;24958;23781;24765;30942;25115;24768;24191;22321;24686;41281;25227;24303;41545;26053;37609;25946;25220;22975;25527;22442;20021;21081;19111;22962;26480;22954;20795;18618;17225;19205;42680;40680;23808;21675;16002;24948;17205;30589;27891;39147;19653;24085;18079;23739;19926;32119;30546;33912;22627;23997;32080;26964;22266;26947;13575;20367;15789;19777;12411;31242;31852;27419;32285;40072;27784;29926;32179;28999;32814;23320;10862;23237;37866;40238;28222;24852;19200;22651;26919;11601;25803;28921;9327;38076;10579;12864;16124;24844;8428;23332;14649;25645;27670;24698;15842;19472;0;20811;23093;18407;17733;29455;11891;19821;17847;24571;20596;30842;31907;34663;45136;33893;35331;36652;34190;23146
Leblon;14894;30633;28425;23965;27621;26350;27167;29656;28562;30952;26844;35660;28172;26286;33512;34067;28935;25320;28269;29518;42763;35419;28563;37608;30526;25500;29130;30232;36952;37051;43513;35644;32910;40933;29986;37254;23746;28289;20571;42202;18599;31129;23528;45852;27555;41522;29354;67377;26082;23210;30443;48343;33492;31935;20450;23444;25810;56503;32394;32680;76027;38367;52830;27070;36260;20839;21636;28244;24643;23080;27943;31339;32456;19365;30085;33021;32068;26468;57901;68427;17814;18771;30404;16239;27667;13649;13966;64721;19586;16616;27337;15517;18373;14836;12776;14329;15959;15527;14796;14092;17672;14592;27978;32680;27555;19205;32275;11205;10750;14922;12452;14141;8358;10500;10989;15613;11824;17655;25265;16319;11338;9721;8797;42233;36581;15955;7493;26009;6378;10865;23729;55457;24982;27272;30662;5419;22831;3844;32030;6544;8288;5273;13819;2973;17898;0;2375;8999;4873;46836;29272;2833;8439;41952;38402;15387;38282;15081;60357;49115;50552;51873;49411;40526
Ipanema;14617;30356;28147;23688;27343;26072;26889;29379;28284;30674;26567;35383;27894;26008;33234;33789;28658;25043;27991;29240;42485;35142;28285;37330;30248;25222;28852;29955;36674;36774;43235;35367;32632;40656;29708;36976;23468;28012;20294;41924;18321;30851;23250;45574;27278;41245;29077;67099;25805;22932;30166;48066;33215;31658;20173;23167;25532;56225;32117;32402;75749;42858;52553;26792;35982;20561;21358;27966;24365;22802;27665;31061;35445;19087;29808;40236;31791;26191;57623;68150;17537;18493;37620;15961;27389;13371;13688;64443;19308;16339;27060;15239;18095;14558;12499;14052;15682;15250;14518;13814;17395;14314;35193;37209;27277;18927;31997;10927;10472;14644;12174;11074;8080;10223;10712;15336;11546;17377;34132;16042;11060;9436;8519;44692;39040;18414;7216;28467;6157;7798;26188;57916;27441;29731;33121;5198;25290;5084;34489;3477;5221;3651;16278;5432;20357;3148;0;11458;7332;49295;31731;5315;10898;44411;40861;15110;38004;14803;60080;48837;50274;51596;49134;42985
São Conrado;22936;38675;36466;32007;35662;34391;35209;37698;36604;38994;34886;43702;36214;34328;41553;42108;36977;33362;36311;39416;41793;43461;36605;45650;38568;33541;37172;38274;44994;45093;42543;43686;40951;39963;39884;45295;31787;38187;28613;36505;26641;41027;31570;37413;37453;37304;39252;61087;35980;31251;35787;39874;36137;35790;28492;33342;35708;50214;36249;35325;55544;34986;46541;36968;34152;28880;29677;33464;31043;32103;30133;33983;29075;20463;31817;29640;28247;30227;51612;54680;18913;32697;27024;24281;28227;21691;22008;53147;30674;18478;29100;23559;26415;22877;20818;22371;24001;23569;22838;22134;17628;22634;24597;29299;26811;27246;23433;19247;18791;15045;20493;20617;16400;18542;19031;11769;19866;16121;21884;13905;19380;17762;16839;38852;33200;6956;15535;22628;14419;17537;20349;52076;21601;23891;27281;13461;19450;11949;28649;14261;16287;13315;8201;8088;14517;9428;11710;0;6349;43455;25891;8438;5024;38571;35022;23429;46324;23123;54068;42825;44263;45584;43122;37146
